,tags
156,ADJ ADP DET NOUN AUX VERB ADP PROPN ADP PROPN CCONJ PROPN PROPN PUNCT
157,DET NOUN AUX VERB ADP SYM NUM PART SYM NUM DET ADJ NOUN DET NOUN AUX VERB ADP DET ADJ NOUN NOUN PUNCT
158,PROPN VERB PRON ADP DET ADJ NOUN ADP PROPN PART VERB PROPN CCONJ ADJ ADJ NOUN VERB NOUN PRON PROPN VERB AUX ADV AUX VERB VERB NOUN ADP ADJ PROPN PUNCT
159,NOUN ADP ADJ NOUN SCONJ PROPN AUX VERB ADP DET PRON NOUN NOUN ADP ADJ NOUN PUNCT CCONJ SCONJ ADV ADJ NOUN AUX VERB ADJ ADP DET VERB NOUN PUNCT AUX PART VERB PROPN PART NOUN PUNCT
160,DET NOUN PART NOUN AUX ADV ADJ PUNCT NOUN NOUN ADP PROPN PROPN PROPN ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN PROPN ADP PROPN PUNCT PROPN PROPN PROPN ADP PROPN CCONJ PROPN PROPN ADP PROPN PROPN PUNCT
161,PUNCT PUNCT PRON AUX DET ADJ NOUN PART NOUN PUNCT PUNCT VERB PROPN PUNCT
162,PUNCT PUNCT PROPN CCONJ PROPN PROPN AUX VERB NOUN PUNCT
163,PRON AUX VERB DET ADJ NOUN NOUN PUNCT PUNCT
164,PROPN PUNCT PROPN
165,PUNCT DET PROPN NOUN PUNCT ADV VERB ADP DET PROPN PUNCT VERB PROPN DET NOUN VERB DET NOUN VERB VERB PUNCT PUNCT ADJ NOUN PUNCT PUNCT
166,PROPN PROPN PROPN PROPN PUNCT PRON VERB NOUN ADP DET PROPN ADJ NOUN PUNCT AUX VERB ADP NUM PART NUM NOUN NOUN DET ADV PUNCT VERB PUNCT PUNCT NOUN NOUN PUNCT NOUN VERB PART VERB DET ADJ CCONJ ADJ ADJ NOUN NOUN NOUN PUNCT
167,DET ADJ NOUN PART NOUN ADP NOUN AUX NUM NOUN NOUN PUNCT
168,PROPN ADV AUX VERB ADJ PUNCT ADJ ADJ NOUN PART VERB ADV ADV NUM NOUN NOUN NOUN ADP DET NOUN PRON AUX VERB PUNCT
169,DET NOUN ADP DET NUM PUNCT NOUN NOUN NOUN AUX AUX ADP ADJ NOUN PUNCT
170,PUNCT PUNCT DET NOUN ADP DET NOUN PART NOUN ADP NOUN PUNCT NOUN PUNCT NOUN CCONJ PROPN PUNCT CCONJ PRON AUX PART VERB PROPN NOUN PUNCT AUX PART VERB PART VERB ADP DET ADJ NOUN PUNCT PUNCT VERB PROPN PUNCT
171,NOUN NOUN ADP PROPN AUX PART VERB PART VERB DET PROPN NOUN PUNCT
172,NUM PUNCT NUM ADP DET NUM NOUN ADV VERB PROPN ADP NOUN NOUN NOUN ADP DET NOUN PUNCT
173,PROPN PUNCT PROPN PUNCT NOUN PUNCT PUNCT
174,PUNCT DET NOUN ADP NOUN ADP PROPN PROPN PROPN AUX VERB PROPN PROPN PROPN PROPN ADP PROPN PUNCT PROPN ADP DET NOUN PART ADJ NOUN PUNCT
175,PROPN PROPN AUX VERB PROPN PROPN PROPN PROPN PUNCT PRON AUX VERB ADP DET NOUN ADP DET ADJ NOUN NOUN PUNCT
176,PROPN PROPN VERB DET VERB PROPN ADP PROPN NOUN ADP DET PROPN ADP PROPN PUNCT
177,PRON ADV VERB DET PROPN ADP PROPN NOUN ADP PROPN PROPN CCONJ PROPN PROPN CCONJ DET PROPN ADP PROPN NOUN ADP PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT
178,ADP NOUN PUNCT PROPN PROPN AUX VERB ADP PROPN PROPN PROPN PROPN CCONJ PROPN PROPN ADP PROPN PUNCT
179,ADP PRON NOUN NOUN PUNCT PROPN PROPN AUX NOUN ADP PRON NOUN NOUN CCONJ AUX DET NOUN NOUN PUNCT
180,PROPN PROPN AUX VERB ADP NOUN CCONJ NOUN ADP PROPN ADJ NOUN PUNCT ADP NOUN CCONJ ADJ NOUN ADP PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT ADP DET NOUN ADP DET PROPN ADP PROPN PUNCT CCONJ ADP DET NOUN NOUN ADP NOUN ADP PROPN PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT
181,PRON AUX VERB ADP DET NOUN NOUN CCONJ AUX ADP DET PROPN PROPN ADP DET PROPN PROPN PUNCT
182,PROPN PUNCT PROPN PUNCT PROPN PUNCT PUNCT
183,PUNCT NOUN ADP DET NUM NOUN ADP DET PROPN PROPN PROPN PROPN AUX AUX VERB VERB VERB ADP DET NUM SYM NUM NOUN SCONJ DET NOUN ADP PROPN PUNCT PROPN PROPN PROPN PUNCT
184,NOUN CCONJ ADJ NOUN ADP ADJ NOUN ADP NOUN AUX VERB ADP NOUN ADP DET NOUN ADP DET PUNCT PUNCT ADJ NOUN PUNCT NOUN PROPN ADP DET NOUN ADP ADJ NOUN NOUN PUNCT
185,DET NOUN PUNCT VERB DET NOUN ADJ NOUN ADP DET PROPN NOUN ADP PROPN NOUN ADP DET PROPN PROPN PROPN NOUN NOUN NOUN PUNCT VERB NUM ADJ NOUN NOUN VERB PART VERB DET VERB PROPN NOUN NOUN PUNCT
186,DET NOUN VERB ADJ NOUN ADP NOUN PUNCT PUNCT NUM ADP DET ADV ADJ NOUN ADP NOUN NOUN PUNCT NOUN PUNCT CCONJ PROPN NOUN PUNCT PUNCT
187,PUNCT PUNCT AUX VERB NOUN PUNCT
188,DET ADJ NOUN ADP PROPN ADP ADJ ADP NUM NOUN ADP DET NOUN AUX NUM NUM NOUN PUNCT VERB PROPN PROPN PROPN PUNCT NOUN ADP PROPN PROPN PROPN CCONJ PROPN PUNCT NOUN NOUN PUNCT
189,PUNCT PUNCT PRON AUX VERB DET NOUN PRON AUX VERB DET NOUN PART VERB SCONJ PROPN ADP NOUN PUNCT PUNCT PROPN VERB PUNCT
190,DET NOUN ADP PROPN NOUN AUX VERB PUNCT PROPN VERB PUNCT SCONJ DET NOUN AUX ADJ PART VERB ADV ADP NUM NOUN PUNCT ADV ADJ NOUN CCONJ NOUN ADP NOUN SCONJ ADP NOUN PUNCT
191,PRON PUNCT PRON VERB PUNCT AUX PUNCT PUNCT NUM ADP DET ADJ ADJ NOUN ADP NOUN NOUN VERB ADP PROPN PUNCT PUNCT
192,NOUN ADP NOUN
193,ADJ NOUN VERB ADP DET NOUN AUX PUNCT
194,NOUN ADP DET PROPN NOUN ADP DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT VERB DET NOUN PUNCT ADP DET NOUN ADP VERB NOUN NOUN PUNCT
195,NOUN NOUN ADV ADV ADP ADJ ADP DET NOUN CCONJ NOUN ADP NOUN CCONJ NOUN PUNCT
196,ADJ NOUN ADP DET PROPN NOUN NOUN NOUN VERB NOUN VERB PRON NOUN ADP DET NOUN ADP PRON NOUN PUNCT PROPN PROPN PROPN PROPN AUX VERB ADP ADJ NOUN NOUN PUNCT
197,DET NOUN ADP PROPN PROPN PUNCT ADJ NOUN NOUN PUNCT ADJ NOUN CCONJ AUX VERB ADP DET NOUN ADP DET NOUN ADP DET NUM NOUN VERB DET NUM ADJ NOUN ADV ADP NOUN PUNCT
198,NOUN VERB DET NOUN SCONJ PRON VERB PROPN PROPN PART VERB PRON NOUN PUNCT PROPN PROPN PUNCT NUM PUNCT DET ADJ NOUN PUNCT
199,NOUN VERB DET NOUN SCONJ DET DET PUNCT NOUN NOUN AUX ADP ADP DET NOUN PUNCT
200,NOUN ADJ NOUN
201,PUNCT PUNCT DET NOUN AUX AUX ADV ADJ ADP PRON NOUN PUNCT PUNCT PROPN VERB DET NOUN PUNCT
202,PUNCT PUNCT PRON ADP DET NOUN ADV VERB PRON VERB PRON AUX VERB VERB NOUN PUNCT
203,PRON AUX ADJ PART VERB DET ADJ NOUN SCONJ PRON ADP DET NOUN VERB NOUN VERB PRON CCONJ NOUN PUNCT PUNCT
204,PROPN PROPN VERB ADP DET NOUN CCONJ VERB PUNCT PUNCT PUNCT PRON VERB PRON ADP DET NOUN VERB NOUN VERB PRON PUNCT PUNCT PUNCT
205,PUNCT PUNCT INTJ PUNCT PRON NOUN PUNCT PUNCT VERB PROPN PUNCT
206,PUNCT PUNCT PRON PRON VERB ADP PUNCT SCONJ ADJ PUNCT AUX SCONJ PRON AUX AUX DET ADJ PUNCT ADP PUNCT PRON NOUN ADP DET NOUN PUNCT
207,PRON VERB DET NOUN ADP DET NOUN PUNCT PUNCT
208,PROPN PUNCT PROPN NUM
209,PUNCT PROPN PROPN NOUN VERB ADV ADJ PROPN PROPN NOUN PART VERB DET PRON NOUN CCONJ NOUN ADP VERB ADP DET PROPN NOUN NOUN PRON AUX VERB NOUN NOUN ADP DET ADJ NOUN ADP ADJ NOUN CCONJ NOUN PUNCT
210,DET PROPN VERB ADJ ADP DET NOUN PUNCT NOUN ADP PRON NOUN NOUN ADP PROPN PROPN VERB DET ADJ NOUN ADP NOUN ADP DET NOUN ADP DET NOUN ADP PROPN PROPN NOUN ADP PROPN ADP PRON PRON VERB ADP NOUN PUNCT
211,ADV SCONJ DET PROPN PROPN VERB ADP PROPN ADP VERB ADP PROPN PROPN PUNCT PROPN PUNCT DET PROPN PROPN NOUN VERB DET NOUN NOUN ADV VERB PUNCT PUNCT DET DET NOUN PART VERB PUNCT ADP NOUN PUNCT
212,NOUN AUX VERB
213,VERB PART VERB PUNCT PROPN PROPN PUNCT PROPN PROPN NOUN NOUN PUNCT VERB PUNCT PUNCT PUNCT PRON AUX VERB PRON AUX VERB PART VERB ADP ADJ ADJ NOUN PUNCT PUNCT
214,PROPN VERB DET NOUN PROPN PROPN PUNCT NOUN PUNCT CCONJ NOUN ADP PRON NOUN AUX VERB ADP DET NOUN VERB NOUN CCONJ NOUN PUNCT ADV ADP ADJ NOUN NOUN ADP NOUN NOUN PART VERB DET ADJ PROPN NOUN VERB ADP PROPN PART NOUN CCONJ NOUN ADP DET NOUN PUNCT
215,DET ADJ NUM NOUN ADP DET NOUN ADP DET PROPN NUM NOUN AUX VERB NOUN ADP PROPN PROPN PROPN PROPN PROPN PUNCT PRON VERB SCONJ DET NOUN VERB NOUN PUNCT PUNCT ADP ADJ CCONJ ADV ADJ NOUN PUNCT PUNCT
216,PROPN VERB SCONJ DET NOUN VERB DET NOUN PUNCT PUNCT ADP ADV ADJ NOUN ADP DET NOUN CCONJ NOUN PUNCT ADP DET NUM NOUN PUNCT
217,PRON VERB NOUN AUX VERB PUNCT PUNCT ADP NOUN ADP DET ADJ NOUN ADP NOUN PUNCT PUNCT
218,PROPN PART NOUN VERB ADP NUM ADP DET NUM NOUN PUNCT
219,ADP DET NUM ADJ NOUN PRON VERB SCONJ DET NOUN AUX AUX PUNCT PUNCT ADJ PART VERB DET NOUN PUNCT PUNCT
220,NOUN NOUN ADV AUX AUX VERB ADP NUM NOUN ADP NUM NOUN ADP PROPN PROPN PROPN PUNCT ADJ NOUN PUNCT
221,NOUN NOUN NOUN
222,PROPN VERB ADP ADJ NOUN NOUN PRON PRON VERB ADJ NOUN NOUN ADP ADV NUM NOUN VERB ADP DET NOUN NOUN PUNCT VERB DET NOUN ADP DET ADJ NOUN NOUN PUNCT CCONJ AUX PART VERB PRON ADP DET ADJ NOUN PUNCT
223,PROPN PROPN PUNCT NOUN ADP NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN NOUN PUNCT VERB DET NOUN VERB NOUN PUNCT
224,PROPN AUX VERB ADV DET NOUN AUX VERB ADP NOUN PUNCT
225,PROPN VERB PRON AUX DET PUNCT PUNCT ADJ NOUN PUNCT SCONJ PROPN PART VERB NOUN PUNCT PUNCT ADV CCONJ NOUN ADP DET ADJ NOUN NOUN PUNCT PUNCT
226,PRON VERB PRON VERB DET PUNCT PUNCT ADV ADJ NOUN PUNCT ADP DET ADJ NOUN NOUN PUNCT
227,PUNCT PUNCT ADV PUNCT DET NOUN ADP DET NOUN AUX AUX VERB DET NOUN ADP DET ADJ NOUN ADP PROPN NOUN PUNCT ADJ NOUN ADP DET NOUN ADP DET NOUN AUX PART DET NOUN ADP DET NOUN PUNCT PUNCT VERB PROPN PUNCT PRON AUX DET PROPN NOUN ADP PROPN PROPN PROPN VERB ADP PROPN PROPN NOUN PUNCT
228,VERB NUM NOUN
229,PROPN AUX AUX VERB DET NOUN PART VERB NUM NOUN VERB NUM NOUN PUNCT
230,PROPN AUX VERB DET ADJ NOUN ADP DET NOUN ADP PUNCT PUNCT ADJ PUNCT NOUN ADP DET NOUN PUNCT ADP PRON NOUN AUX AUX VERB ADP NUM NOUN CCONJ VERB ADP PRON PUNCT
231,DET NOUN VERB NOUN ADP DET NOUN PUNCT NOUN PUNCT CCONJ NOUN NOUN ADP DET ADJ NOUN PUNCT DET ADJ CCONJ ADJ NOUN ADP DET ADJ NOUN PUNCT DET ADJ NOUN ADP DET ADJ NOUN PUNCT CCONJ DET ADJ NOUN ADP DET NOUN NOUN PUNCT
232,DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN NOUN AUX AUX VERB ADV CCONJ VERB ADP NOUN ADP PROPN PUNCT
233,NUM ADJ NOUN ADV AUX ADP NOUN PUNCT
234,NOUN NOUN NOUN
235,ADP VERB PRON NOUN VERB DET NOUN NOUN NOUN PUNCT PROPN VERB PROPN SCONJ SCONJ DET NUM NOUN VERB ADP NOUN ADV VERB NOUN PRON AUX AUX VERB PUNCT PRON AUX VERB PRON PUNCT
236,PROPN PUNCT PROPN NUM
237,PUNCT PROPN PROPN NOUN VERB DET ADJ ADJ ADJ NOUN NOUN SCONJ ADJ NOUN NOUN ADP NUM NUM ADJ NOUN AUX AUX VERB PART VERB DET NOUN CCONJ DET ADJ ADJ NOUN ADP NUM NUM PROPN ADP NUM PRON AUX VERB ADP ADJ NOUN CCONJ NOUN NOUN NOUN PUNCT
238,DET PROPN PUNCT ADP DET ADJ NOUN ADP PROPN PUNCT VERB ADP ADP PRON ADJ NOUN NOUN NOUN ADP ADJ ADJ NOUN PART VERB ADJ CCONJ ADJ NOUN PUNCT VERB NUM ADJ ADJ CCONJ NUM ADJ ADJ NOUN PUNCT CCONJ VERB NOUN NOUN NOUN CCONJ ADJ ADJ NOUN PUNCT
239,DET ADJ NOUN NOUN PUNCT ADJ ADP NUM DET PROPN VERB ADJ NOUN ADP DET NOUN PUNCT DET NOUN ADP PROPN PROPN PUNCT
240,PRON AUX VERB ADP PROPN ADJ NOUN PUNCT
241,VERB ADP PART SYM NUM DET NOUN
242,PRON AUX AUX VERB ADP VERB DET ADJ NOUN NOUN NOUN ADP ADV ADJ ADP SYM NUM DET NOUN SCONJ PRON ADP DET NOUN ADV VERB ADJ NOUN PUNCT
243,DET ADJ NOUN NOUN NOUN AUX ADV NUM ADP NOUN PUNCT NUM NOUN NOUN ADP DET NOUN CCONJ NOUN PUNCT ADP DET ADJ SYM NUM ADP NOUN ADP NOUN PUNCT
244,DET PROPN NOUN ADV AUX VERB DET NOUN ADP SYM NUM DET NOUN CCONJ DET NOUN NOUN ADP NUM NOUN NOUN PUNCT NUM ADP NOUN PRON PUNCT
245,ADJ NOUN NOUN NOUN AUX AUX VERB ADP PRON ADP DET NOUN NOUN NOUN PUNCT
246,DET NOUN NOUN AUX ADV VERB ADP NUM ADP NOUN VERB PROPN NUM PUNCT NUM PUNCT SCONJ DET NOUN AUX VERB PUNCT SCONJ DET NOUN AUX ADV VERB PART VERB ADP ADP NUM ADP NOUN ADP DET NOUN PART VERB ADP ADJ ADJ NOUN NOUN PUNCT
247,NOUN AUX VERB
248,NOUN VERB DET ADJ NOUN NOUN ADP DET ADJ NOUN AUX VERB ADP NUM NUM NOUN CCONJ SCONJ ADJ NOUN VERB ADP AUX VERB NUM NUM CCONJ ADJ ADP DET ADJ NOUN PUNCT NUM PUNCT
249,DET NOUN AUX VERB ADV ADP ADJ NOUN PUNCT
250,ADJ NOUN ADP DET PROPN NOUN NOUN AUX VERB ADJ NOUN ADP NUM NUM PART NUM NUM NOUN ADP DET ADJ NUM NOUN PUNCT
251,PRON AUX AUX VERB ADP ADP ADP ADJ PUNCT PART NOUN PUNCT NOUN PUNCT
252,NOUN NOUN NOUN
253,DET ADJ NOUN NOUN VERB DET NOUN ADP NOUN ADP NUM PRON AUX ADP DET ADJ NOUN CCONJ NOUN NOUN NOUN PUNCT NUM
254,ADJ NOUN ADP NOUN NOUN ADP NOUN ADP PART NUM NOUN ADP DET NOUN PUNCT SCONJ SCONJ DET NOUN AUX VERB SYM NUM DET NOUN ADP DET NOUN ADP DET ADJ NUM NOUN PUNCT
255,NUM
256,ADJ NOUN ADP NOUN NOUN NOUN ADP ADP PART NUM NOUN VERB NOUN ADP DET NOUN PUNCT
257,DET NOUN AUX VERB ADP PART NUM NOUN VERB PUNCT ADP NOUN NOUN NOUN ADP DET PUNCT PUNCT NOUN NOUN PUNCT VERB ADJ ADP ADJ NOUN ADP PRON PRON VERB NOUN CCONJ ADV NOUN ADP DET NOUN PUNCT NOUN NOUN PUNCT
258,X
259,NOUN NOUN NOUN ADJ NOUN ADP DET NOUN ADP NOUN ADP SYM NUM DET NOUN PUNCT
260,NUM
261,NOUN VERB NOUN NOUN ADP NOUN ADP ADP PART NUM NOUN DET NOUN PUNCT
262,DET PROPN VERB SCONJ PROPN ADJ NOUN VERB DET NOUN VERB NOUN ADP NOUN PART VERB VERB ADJ NOUN ADP DET NOUN VERB PUNCT
263,NOUN NOUN ADJ
264,PRON VERB PRON NOUN AUX VERB PART PUNCT PUNCT VERB DET NOUN ADP DET NOUN PRON VERB DET NOUN PART VERB NOUN ADP DET NOUN PART NOUN PUNCT CCONJ PRON AUX ADV VERB ADP DET NOUN ADP PRON NOUN PUNCT CCONJ PRON ADP PRON NOUN PUNCT VERB ADP DET ADJ NOUN NOUN PUNCT PUNCT
265,PUNCT PUNCT PRON AUX DET ADV ADJ NOUN VERB PART VERB ADV ADJ NOUN PUNCT PUNCT PRON VERB PUNCT PUNCT PUNCT CCONJ ADP ADJ PUNCT ADJ PUNCT NOUN PART VERB DET NOUN CCONJ ADJ NOUN ADP PRON NOUN PUNCT
266,PUNCT PUNCT PRON AUX PART DET NOUN ADP ADJ NOUN PUNCT
267,PRON AUX DET NOUN ADP NOUN ADP NOUN NOUN ADP ADJ NOUN ADP NOUN VERB PUNCT
268,DET NOUN AUX VERB PRON ADJ NOUN CCONJ NOUN PUNCT PUNCT
269,AUX PART VERB NOUN
270,DET NOUN AUX PART VERB NOUN NOUN PUNCT
271,PRON AUX ADV AUX VERB ADP DET NOUN PUNCT
272,ADV ADP DET ADJ NOUN NOUN DET PROPN PART ADV ADJ CCONJ ADJ NOUN AUX ADP ADJ NOUN PUNCT CCONJ NOUN PART VERB CCONJ VERB ADJ CCONJ ADJ NOUN PUNCT
273,DET PROPN VERB DET NOUN PART NUM ADJ CCONJ NUM ADJ NOUN AUX PART ADV VERB DET NOUN NOUN VERB PART VERB DET VERB NOUN ADP NOUN NOUN PUNCT
274,ADV PUNCT PRON VERB PUNCT ADJ ADJ ADJ NOUN AUX PART VERB ADP NOUN CCONJ NOUN SCONJ PRON AUX PART VERB DET NOUN NOUN PUNCT
275,NOUN ADP NOUN
276,DET NOUN NOUN AUX VERB ADJ NOUN ADP DET ADJ CCONJ ADJ NOUN ADJ ADP SYM NUM DET NOUN ADP NUM PUNCT NOUN ADP DET ADJ NOUN NOUN PUNCT
277,DET NOUN AUX VERB DET NOUN PART VERB NUM PUNCT NOUN NOUN PUNCT VERB ADP NOUN PUNCT ADP ADP PART SYM NUM DET NOUN ADP NOUN PUNCT
278,ADP NOUN PUNCT DET NOUN AUX VERB DET SYM NUM PUNCT PUNCT NOUN ADP NOUN PUNCT NOUN ADP DET NOUN ADP DET SYM NUM ADP NOUN NOUN PUNCT
279,NOUN VERB DET VERB NOUN AUX VERB NUM NUM NOUN DET ADJ NOUN CCONJ AUX VERB ADP PART NUM NOUN ADP NUM PUNCT
280,DET PROPN VERB ADJ PUNCT PUNCT VERB NOUN PUNCT VERB NUM NUM NOUN ADP NUM NOUN ADP VERB ADJ ADJ CCONJ ADJ NOUN CCONJ VERB DET NOUN ADP VERB NOUN PUNCT
281,ADJ ADP NOUN NOUN
282,ADP DET NOUN ADP PUNCT PUNCT NOUN NOUN NOUN PUNCT PUNCT DET PROPN VERB ADP VERB DET ADJ NUM NUM NOUN DET NOUN ADJ NOUN ADP NOUN NOUN NOUN PUNCT
283,PRON VERB ADP DET NUM NUM NOUN PUNCT PUNCT ADJ PUNCT NOUN ADP PUNCT PUNCT ADJ NOUN PUNCT ADP NOUN PART VERB NOUN NOUN PUNCT
284,PRON ADV VERB NOUN ADP DET ADJ NOUN ADP ADJ NOUN PUNCT
285,ADP DET NOUN NOUN NOUN PUNCT DET PROPN VERB PRON AUX VERB ADV DET NOUN ADP NOUN ADP NOUN ADP DET NOUN PART NOUN PUNCT
286,PRON ADV VERB PROPN PART VERB NOUN ADP DET ADJ NOUN PROPN PROPN PUNCT
287,VERB NOUN NOUN
288,DET PROPN VERB PRON AUX VERB PROPN PART VERB NOUN ADP NOUN ADP ADJ NOUN PUNCT
289,PRON AUX PART VERB ADP SCONJ ADJ PUNCT
290,ADP ADJ NOUN PRON VERB DET NUM NUM NOUN DET NOUN NOUN PUNCT ADP NUM PART NUM NOUN PUNCT ADP VERB NOUN ADP VERB NOUN NOUN PUNCT
291,DET PROPN VERB PRON AUX ADV VERB VERB PUNCT ADP DET ADJ NOUN PUNCT DET NUM NUM NOUN ADP DET NUM SYM NUM NOUN ADP ADJ NOUN NOUN ADP NOUN PUNCT
292,DET PROPN VERB PRON NOUN VERB DET PUNCT PUNCT ADJ NOUN ADP DET ADJ NOUN NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT CCONJ DET NOUN PART VERB ADP PRON PUNCT PUNCT
293,NOUN SCONJ VERB
294,ADJ NOUN ADP DET NOUN AUX ADP VERB NOUN PUNCT
295,NOUN PRON ADJ NOUN VERB VERB VERB PUNCT NOUN ADP DET ADJ NOUN NOUN VERB DET PROPN PART NOUN PUNCT
296,PRON PRON VERB DET ADJ NOUN ADJ NOUN VERB DET NOUN PUNCT
297,PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT CCONJ PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT VERB DET NOUN AUX PART VERB PRON PART VERB PRON NOUN ADP ADJ ADJ NOUN PUNCT
298,PROPN VERB DET ADJ NOUN NOUN VERB ADJ NOUN AUX AUX VERB DET ADJ NOUN ADV PUNCT
299,PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT VERB DET PROPN NOUN PUNCT PUNCT DET ADJ ADJ NOUN PUNCT PUNCT CCONJ VERB DET NOUN ADP PRON NOUN ADP DET PROPN PUNCT
300,PROPN PUNCT PROPN NUM
301,PUNCT VERB ADV ADP PROPN PROPN NOUN PUNCT DET PROPN NOUN VERB PROPN PROPN PROPN ADP DET NOUN PART ADJ NOUN NOUN PUNCT
302,ADV NUM NOUN AUX ADP DET NOUN CCONJ PRON VERB DET NOUN NOUN PUNCT
303,DET NOUN ADP VERB PUNCT PUNCT NOUN PUNCT CCONJ PUNCT PUNCT NOUN PUNCT AUX VERB PUNCT
304,PROPN PROPN NOUN AUX VERB ADP NOUN PART VERB NOUN ADP DET PROPN NOUN ADP NOUN ADP DET NOUN CCONJ NOUN NOUN NOUN PUNCT
305,ADP DET ADJ NUM NOUN PUNCT DET ADJ NOUN PUNCT VERB PRON ADP NOUN NOUN PUNCT AUX AUX VERB ADJ NOUN SCONJ ADP DET PROPN NOUN VERB ADP ADJ DET NUM NOUN NOUN SCONJ PRON AUX VERB ADP DET NOUN PUNCT
306,VERB ADP NOUN
307,DET NOUN AUX VERB ADP NOUN ADP PROPN PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT ADP NOUN ADP PROPN PROPN PART NOUN NOUN ADP NUM CCONJ PROPN PROPN PART ADP NUM PUNCT
308,PROPN
309,DET ADV ADJ NOUN PART VERB ADP DET PROPN NOUN ADP PROPN PROPN PROPN PROPN PROPN PROPN AUX AUX DET ADJ PUNCT NOUN PUNCT CCONJ ADJ NOUN PUNCT VERB ADP ADV ADJ ADJ NOUN ADP ADP ADJ NOUN PUNCT
310,PRON AUX AUX DET VERB NOUN ADP DET NOUN PRON PUNCT ADP PRON ADJ NOUN PUNCT AUX ADV VERB ADP PRON NOUN NOUN ADP NOUN CCONJ ADP ADJ NOUN PUNCT
311,ADP PROPN PUNCT DET NOUN AUX VERB ADP DET NOUN ADP NOUN PUNCT CCONJ VERB DET ADJ NOUN PART VERB NOUN CCONJ VERB NUM PRON PART NOUN PUNCT
312,DET NOUN ADP NOUN AUX AUX ADV ADJ SCONJ NOUN AUX VERB ADP DET PUNCT PUNCT PROPN PUNCT NOUN CCONJ PRON PRON VERB ADV PUNCT CCONJ PART ADP DET ADJ NOUN PUNCT VERB ADJ NOUN PUNCT
313,DET NOUN ADP DET NOUN ADP PRON ADP NOUN ADP PROPN PUNCT VERB ADP DET NOUN PUNCT NOUN PUNCT CCONJ NOUN VERB PRON PUNCT CCONJ ADJ NOUN PRON ADV CCONJ ADV VERB ADP DET NOUN PRON AUX VERB DET NOUN ADP PUNCT AUX AUX ADJ ADP PRON NOUN PUNCT
314,PROPN VERB
315,ADP DET NOUN ADP PROPN PUNCT PRON DET ADJ NOUN ADV AUX VERB ADJ PART VERB ADP ADP DET PROPN PROPN AUX NOUN ADP PRON PROPN NOUN VERB ADJ PUNCT PRON AUX AUX DET ADJ NOUN ADP NOUN PUNCT
316,DET ADJ PUNCT ADV ADJ PUNCT NOUN AUX VERB ADJ NOUN ADJ PUNCT CCONJ PRON AUX AUX DET NOUN ADP DET NOUN PUNCT
317,PRON AUX ADV AUX DET ADV ADJ NOUN ADP DET PROPN PROPN PROPN ADP ADP PROPN NOUN PART NOUN PUNCT SCONJ DET ADJ NOUN X PROPN NOUN AUX AUX VERB ADP SCONJ SCONJ ADP DET NOUN ADJ NOUN SCONJ PROPN AUX AUX VERB ADP NOUN PUNCT
318,PROPN ADV AUX AUX ADV ADP ADP NOUN ADP DET PROPN NOUN PART VERB DET DET VERB NOUN ADV ADP DET NOUN ADP DET PROPN NOUN PUNCT
319,ADV PROPN PUNCT SCONJ ADJ CCONJ ADJ NOUN ADP ADJ NOUN ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT AUX NOUN ADJ ADP DET PROPN NOUN PUNCT
320,ADP DET ADJ NOUN ADP DET NOUN NOUN AUX AUX VERB DET NOUN SCONJ DET PROPN PROPN NOUN AUX PART AUX ADV ADJ ADP NOUN SCONJ VERB ADP PUNCT
321,NUM NOUN VERB DET NOUN ADP PROPN ADP PROPN PROPN PROPN PART NOUN ADP PUNCT PUNCT ADJ PUNCT PUNCT
322,CCONJ PRON VERB PART VERB SCONJ PUNCT SCONJ PROPN PROPN NOUN AUX PART ADV ADJ PUNCT SCONJ PROPN PROPN PART NOUN ADP DET ADJ ADJ NOUN NOUN CCONJ NOUN ADP DET PROPN PUNCT PRON AUX ADV VERB DET ADJ NOUN AUX PART ADV ADV VERB PRON NOUN PUNCT
323,ADJ NOUN
324,DET ADJ NOUN AUX ADV AUX VERB ADP ADJ NOUN ADP DET NOUN SCONJ DET ADJ NOUN NOUN AUX DET ADJ NOUN PUNCT ADP DET ADJ ADP NUM ADJ NOUN VERB PUNCT
